Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-tjl7,counterbalance-lxdj,counterbalance-yqqs,counterbalance-jiws,counterbalance-eqty,counterbalance-xsf1,branch-4fbe,branch-ziux,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Response1,Response2,Response3,Response4,image1,training,intro1,intro2,intro3,train_conf1,green_tick,ANSWER1,next,go,cross_mark,train_conf2,train_conf3,train_conf4,train_conf5,didyouknow,definition,sampleimages,question,test,ANSWER2,ANSWER3,ANSWER4,ANSWER5,visualization,SAMguessed,ShowProgressBar,image0,black_arrow,black_arrow2,arrow_beam,black_arrow3,black_arrow4,answer,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,file_name,file_name1,file_name2,file_name3,file_name4,file_name5,file_name6,file_name7,file_name8,file_name9,file_name10,file_name11,file_name12,file_name13,file_name14,file_name15,didyouknow1,didyouknow2,didyouknow3,didyouknow4,didyouknow5,didyouknow6,didyouknow7,didyouknow8,didyouknow9,didyouknow10,didyouknow11,didyouknow12,didyouknow13,didyouknow14,didyouknow15,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,definition13,definition14,definition15,sampleimages1,sampleimages2,sampleimages3,sampleimages4,sampleimages5,sampleimages6,sampleimages7,sampleimages8,sampleimages9,sampleimages10,sampleimages11,sampleimages12,sampleimages13,sampleimages14,sampleimages15,SAMguessed1,SAMguessed2,SAMguessed3,SAMguessed4,SAMguessed5,SAMguessed6,SAMguessed7,SAMguessed8,SAMguessed9,SAMguessed10,SAMguessed11,SAMguessed12,SAMguessed13,SAMguessed14,SAMguessed15,visualization1,visualization2,visualization3,visualization4,visualization5,visualization6,visualization7,visualization8,visualization9,visualization10,visualization11,visualization12,visualization13,visualization14,visualization15,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15
23,1614747213869,03/03/2021 04:53:33,1614747211291,-5,02/03/2021 23:53:31,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,3,1,17,End of Training,Zone1,continue_keyboard,1848.5549999168143,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,1614747219803,03/03/2021 04:53:39,1614747217225,-5,02/03/2021 23:53:37,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,4,1,1,Screen 1,Zone1,continue_keyboard,5912.724999943748,,,,,0,1,0,,,,,,Test Entry,,,,,,,,,,,,,,,,,,,,,,,,,test.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,1614747229049,03/03/2021 04:53:49,1614747226449,-5,02/03/2021 23:53:46,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,4,1,2,Screen 2,Zone1,continue_button,9208.370000007562,,,,,0,1,0,,,,,,Test Entry,,,,,,,,,,,,,,,,,,,,,,,,,test.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,1614747232691,03/03/2021 04:53:52,1614747230110,-5,02/03/2021 23:53:50,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,5,1,1,Screen 1,buttonA,response_button_text,3641.4749999530613,,,Yes,1,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **italian greyhound** before?,"<h3 style=""text-align: center""> <strong>italian greyhound</strong>: a toy dog developed from the greyhound</h3>",n02091032.jpeg,# Is this **italian greyhound**?,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,# Sam guessed this is **91% italian greyhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,1614747246893,03/03/2021 04:54:06,1614747244300,-5,02/03/2021 23:54:04,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,5,1,2,Screen 2,advancementZone,continue_button,14181.565000093542,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **italian greyhound** before?,"<h3 style=""text-align: center""> <strong>italian greyhound</strong>: a toy dog developed from the greyhound</h3>",n02091032.jpeg,# Is this **italian greyhound**?,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,# Sam guessed this is **91% italian greyhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,1614747250606,03/03/2021 04:54:10,1614747248027,-5,02/03/2021 23:54:08,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,5,1,3,Screen 3,Zone5,response_button_text,3712.029999936931,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **italian greyhound** before?,"<h3 style=""text-align: center""> <strong>italian greyhound</strong>: a toy dog developed from the greyhound</h3>",n02091032.jpeg,# Is this **italian greyhound**?,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,# Sam guessed this is **91% italian greyhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02091032_n02108915_3675_n02108915_245_171_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,1614747254489,03/03/2021 04:54:14,1614747251551,-5,02/03/2021 23:54:11,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,6,2,1,Screen 1,buttonA,response_button_text,3505.215000011958,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **basset** before?,"<h3 style=""text-align: center""> <strong>basset</strong>: smooth-haired breed of hound with short legs and long ears</h3>",n02088238.jpeg,# Is this **basset**?,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,# Sam guessed this is **91% basset**,1,,,,,,,,,,,,,,,,,,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,1614747256589,03/03/2021 04:54:16,1614747254003,-5,02/03/2021 23:54:14,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,6,2,2,Screen 2,advancementZone,continue_button,2439.170000026934,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **basset** before?,"<h3 style=""text-align: center""> <strong>basset</strong>: smooth-haired breed of hound with short legs and long ears</h3>",n02088238.jpeg,# Is this **basset**?,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,# Sam guessed this is **91% basset**,1,,,,,,,,,,,,,,,,,,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,1614747259719,03/03/2021 04:54:19,1614747257138,-5,02/03/2021 23:54:17,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,6,2,3,Screen 3,Zone3,response_button_text,3124.309999984689,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **basset** before?,"<h3 style=""text-align: center""> <strong>basset</strong>: smooth-haired breed of hound with short legs and long ears</h3>",n02088238.jpeg,# Is this **basset**?,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,# Sam guessed this is **91% basset**,1,,,,,,,,,,,,,,,,,,,,,,,n02088238_n02088238_6053_n02088238_91.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,1614747262501,03/03/2021 04:54:22,1614747259928,-5,02/03/2021 23:54:19,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,7,3,1,Screen 1,buttonB,response_button_text,2768.945000017993,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **african hunting dog** before?,"<h3 style=""text-align: center""> <strong>african hunting dog</strong>: a powerful doglike mammal of southern and eastern Africa that hunts in large packs</h3>",n02116738.jpeg,# Is this **african hunting dog**?,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,# Sam guessed this is **99% african hunting dog**,1,,,,,,,,,,,,,,,,,,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,1614747269889,03/03/2021 04:54:29,1614747267296,-5,02/03/2021 23:54:27,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,7,3,2,Screen 2,advancementZone,continue_button,7358.2900000037625,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **african hunting dog** before?,"<h3 style=""text-align: center""> <strong>african hunting dog</strong>: a powerful doglike mammal of southern and eastern Africa that hunts in large packs</h3>",n02116738.jpeg,# Is this **african hunting dog**?,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,# Sam guessed this is **99% african hunting dog**,1,,,,,,,,,,,,,,,,,,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,1614747272256,03/03/2021 04:54:32,1614747269638,-5,02/03/2021 23:54:29,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,7,3,3,Screen 3,Zone3,response_button_text,2327.2900000447407,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **african hunting dog** before?,"<h3 style=""text-align: center""> <strong>african hunting dog</strong>: a powerful doglike mammal of southern and eastern Africa that hunts in large packs</h3>",n02116738.jpeg,# Is this **african hunting dog**?,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,# Sam guessed this is **99% african hunting dog**,1,,,,,,,,,,,,,,,,,,,,,,,n02116738_n02116738_7988_n02116738_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,1614747283308,03/03/2021 04:54:43,1614747280714,-5,02/03/2021 23:54:40,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,8,4,1,Screen 1,buttonB,response_button_text,2657.989999977872,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **rhodesian ridgeback** before?,"<h3 style=""text-align: center""> <strong>rhodesian ridgeback</strong>: a powerful short-haired African hunting dog having a crest of reversed hair along the spine</h3>",n02087394.jpeg,# Is this **rhodesian ridgeback**?,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,# Sam guessed this is **99% rhodesian ridgeback**,1,,,,,,,,,,,,,,,,,,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,1614747289667,03/03/2021 04:54:49,1614747286900,-5,02/03/2021 23:54:46,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,8,4,2,Screen 2,advancementZone,continue_button,6178.599999984726,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **rhodesian ridgeback** before?,"<h3 style=""text-align: center""> <strong>rhodesian ridgeback</strong>: a powerful short-haired African hunting dog having a crest of reversed hair along the spine</h3>",n02087394.jpeg,# Is this **rhodesian ridgeback**?,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,# Sam guessed this is **99% rhodesian ridgeback**,1,,,,,,,,,,,,,,,,,,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,1614747293157,03/03/2021 04:54:53,1614747290290,-5,02/03/2021 23:54:50,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,8,4,3,Screen 3,Zone3,response_button_text,3375.0099999597296,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **rhodesian ridgeback** before?,"<h3 style=""text-align: center""> <strong>rhodesian ridgeback</strong>: a powerful short-haired African hunting dog having a crest of reversed hair along the spine</h3>",n02087394.jpeg,# Is this **rhodesian ridgeback**?,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,# Sam guessed this is **99% rhodesian ridgeback**,1,,,,,,,,,,,,,,,,,,,,,,,n02087394_n02087394_11876_n02087394_99.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,1614747295507,03/03/2021 04:54:55,1614747292574,-5,02/03/2021 23:54:52,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,9,5,1,Screen 1,buttonB,response_button_text,2266.8650000123307,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **walker hound** before?,"<h3 style=""text-align: center""> <strong>walker hound</strong>: an American breed of foxhound</h3>",n02089867.jpeg,# Is this **walker hound**?,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,# Sam guessed this is **59% walker hound**,1,,,,,,,,,,,,,,,,,,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,1614747301151,03/03/2021 04:55:01,1614747298182,-5,02/03/2021 23:54:58,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,9,5,2,Screen 2,advancementZone,continue_button,5598.9149999804795,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **walker hound** before?,"<h3 style=""text-align: center""> <strong>walker hound</strong>: an American breed of foxhound</h3>",n02089867.jpeg,# Is this **walker hound**?,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,# Sam guessed this is **59% walker hound**,1,,,,,,,,,,,,,,,,,,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,1614747305112,03/03/2021 04:55:05,1614747302270,-5,02/03/2021 23:55:02,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,9,5,3,Screen 3,Zone5,response_button_text,4077.210000017658,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **walker hound** before?,"<h3 style=""text-align: center""> <strong>walker hound</strong>: an American breed of foxhound</h3>",n02089867.jpeg,# Is this **walker hound**?,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,# Sam guessed this is **59% walker hound**,1,,,,,,,,,,,,,,,,,,,,,,,n02089867_n02088238_5371_n02088238_161_166_59.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,1614747307193,03/03/2021 04:55:07,1614747304392,-5,02/03/2021 23:55:04,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,10,6,1,Screen 1,buttonB,response_button_text,2104.4299999484792,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **toy terrier** before?,"<h3 style=""text-align: center""> <strong>toy terrier</strong>: a small active dog</h3>",n02087046.jpeg,# Is this **toy terrier**?,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,# Sam guessed this is **31% toy terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,1614747311219,03/03/2021 04:55:11,1614747308367,-5,02/03/2021 23:55:08,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,10,6,2,Screen 2,advancementZone,continue_button,3967.0449999393895,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **toy terrier** before?,"<h3 style=""text-align: center""> <strong>toy terrier</strong>: a small active dog</h3>",n02087046.jpeg,# Is this **toy terrier**?,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,# Sam guessed this is **31% toy terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,1614747313446,03/03/2021 04:55:13,1614747310856,-5,02/03/2021 23:55:10,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,10,6,3,Screen 3,Zone5,response_button_text,2474.4250000221655,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **toy terrier** before?,"<h3 style=""text-align: center""> <strong>toy terrier</strong>: a small active dog</h3>",n02087046.jpeg,# Is this **toy terrier**?,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,# Sam guessed this is **31% toy terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02087046_n02102177_797_n02102177_218_158_31.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,1614747316569,03/03/2021 04:55:16,1614747313997,-5,02/03/2021 23:55:13,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,11,7,1,Screen 1,buttonB,response_button_text,2368.7250000657514,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **japanese spaniel** before?,"<h3 style=""text-align: center""> <strong>japanese spaniel</strong>: breed of toy dogs originating in Japan having a silky black-and-white or red-and-white coat</h3>",n02085782.jpeg,# Is this **japanese spaniel**?,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,# Sam guessed this is **100% japanese spaniel**,1,,,,,,,,,,,,,,,,,,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
