Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,randomiser-tjl7,counterbalance-lxdj,counterbalance-yqqs,counterbalance-jiws,counterbalance-eqty,counterbalance-xsf1,branch-4fbe,branch-ziux,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER,Response1,Response2,Response3,Response4,image1,training,intro1,intro2,intro3,train_conf1,green_tick,ANSWER1,next,go,cross_mark,train_conf2,train_conf3,train_conf4,train_conf5,didyouknow,definition,sampleimages,question,test,ANSWER2,ANSWER3,ANSWER4,ANSWER5,visualization,SAMguessed,ShowProgressBar,image0,black_arrow,black_arrow2,arrow_beam,black_arrow3,black_arrow4,answer,answer1,answer2,answer3,answer4,answer5,answer6,answer7,answer8,answer9,answer10,answer11,answer12,answer13,answer14,answer15,file_name,file_name1,file_name2,file_name3,file_name4,file_name5,file_name6,file_name7,file_name8,file_name9,file_name10,file_name11,file_name12,file_name13,file_name14,file_name15,didyouknow1,didyouknow2,didyouknow3,didyouknow4,didyouknow5,didyouknow6,didyouknow7,didyouknow8,didyouknow9,didyouknow10,didyouknow11,didyouknow12,didyouknow13,didyouknow14,didyouknow15,definition1,definition2,definition3,definition4,definition5,definition6,definition7,definition8,definition9,definition10,definition11,definition12,definition13,definition14,definition15,sampleimages1,sampleimages2,sampleimages3,sampleimages4,sampleimages5,sampleimages6,sampleimages7,sampleimages8,sampleimages9,sampleimages10,sampleimages11,sampleimages12,sampleimages13,sampleimages14,sampleimages15,SAMguessed1,SAMguessed2,SAMguessed3,SAMguessed4,SAMguessed5,SAMguessed6,SAMguessed7,SAMguessed8,SAMguessed9,SAMguessed10,SAMguessed11,SAMguessed12,SAMguessed13,SAMguessed14,SAMguessed15,visualization1,visualization2,visualization3,visualization4,visualization5,visualization6,visualization7,visualization8,visualization9,visualization10,visualization11,visualization12,visualization13,visualization14,visualization15,question1,question2,question3,question4,question5,question6,question7,question8,question9,question10,question11,question12,question13,question14,question15
45,1614747324743,03/03/2021 04:55:24,1614747321710,-5,02/03/2021 23:55:21,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,11,7,2,Screen 2,advancementZone,continue_button,7705.019999993965,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **japanese spaniel** before?,"<h3 style=""text-align: center""> <strong>japanese spaniel</strong>: breed of toy dogs originating in Japan having a silky black-and-white or red-and-white coat</h3>",n02085782.jpeg,# Is this **japanese spaniel**?,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,# Sam guessed this is **100% japanese spaniel**,1,,,,,,,,,,,,,,,,,,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,1614747327890,03/03/2021 04:55:27,1614747324974,-5,02/03/2021 23:55:24,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,11,7,3,Screen 3,Zone3,response_button_text,3252.5200000964105,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **japanese spaniel** before?,"<h3 style=""text-align: center""> <strong>japanese spaniel</strong>: breed of toy dogs originating in Japan having a silky black-and-white or red-and-white coat</h3>",n02085782.jpeg,# Is this **japanese spaniel**?,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,# Sam guessed this is **100% japanese spaniel**,1,,,,,,,,,,,,,,,,,,,,,,,n02085782_n02085782_3354_n02085782_100.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,1614747336132,03/03/2021 04:55:36,1614747333378,-5,02/03/2021 23:55:33,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,12,8,1,Screen 1,buttonB,response_button_text,2382.090000086464,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **saluki** before?,"<h3 style=""text-align: center""> <strong>saluki</strong>: old breed of tall swift keen-eyed hunting dogs resembling greyhounds</h3>",n02091831.jpeg,# Is this **saluki**?,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,# Sam guessed this is **54% saluki**,1,,,,,,,,,,,,,,,,,,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,1614747344211,03/03/2021 04:55:44,1614747341632,-5,02/03/2021 23:55:41,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,12,8,2,Screen 2,advancementZone,continue_button,8245.379999978468,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **saluki** before?,"<h3 style=""text-align: center""> <strong>saluki</strong>: old breed of tall swift keen-eyed hunting dogs resembling greyhounds</h3>",n02091831.jpeg,# Is this **saluki**?,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,# Sam guessed this is **54% saluki**,1,,,,,,,,,,,,,,,,,,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,1614747346964,03/03/2021 04:55:46,1614747344111,-5,02/03/2021 23:55:44,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,12,8,3,Screen 3,Zone5,response_button_text,2467.6949999993667,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **saluki** before?,"<h3 style=""text-align: center""> <strong>saluki</strong>: old breed of tall swift keen-eyed hunting dogs resembling greyhounds</h3>",n02091831.jpeg,# Is this **saluki**?,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,# Sam guessed this is **54% saluki**,1,,,,,,,,,,,,,,,,,,,,,,,n02091831_n02113186_7490_n02113186_264_176_54.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,1614747348683,03/03/2021 04:55:48,1614747345886,-5,02/03/2021 23:55:45,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,13,9,1,Screen 1,buttonB,response_button_text,1759.9050001008436,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **west Highland white terrier** before?,"<h3 style=""text-align: center""> <strong>west Highland white terrier</strong>: small white long-coated terrier developed in Scotland</h3>",n02098286.jpeg,# Is this **west Highland white terrier**?,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,# Sam guessed this is **27% west Highland white terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,1614747353330,03/03/2021 04:55:53,1614747350751,-5,02/03/2021 23:55:50,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,13,9,2,Screen 2,advancementZone,continue_button,4850.0200000125915,,,,,0,1,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **west Highland white terrier** before?,"<h3 style=""text-align: center""> <strong>west Highland white terrier</strong>: small white long-coated terrier developed in Scotland</h3>",n02098286.jpeg,# Is this **west Highland white terrier**?,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,# Sam guessed this is **27% west Highland white terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,1614747355361,03/03/2021 04:55:55,1614747352662,-5,02/03/2021 23:55:52,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,13,9,3,Screen 3,Zone5,response_button_text,1900.5200000246987,,,No,1,1,0,0,,,,,,Validation,No,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen a **west Highland white terrier** before?,"<h3 style=""text-align: center""> <strong>west Highland white terrier</strong>: small white long-coated terrier developed in Scotland</h3>",n02098286.jpeg,# Is this **west Highland white terrier**?,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,# Sam guessed this is **27% west Highland white terrier**,1,,,,,,,,,,,,,,,,,,,,,,,n02098286_n02110185_8231_n02110185_250_203_27.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,1614747360301,03/03/2021 04:56:00,1614747357264,-5,02/03/2021 23:55:57,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,14,10,1,Screen 1,buttonB,response_button_text,3217.229999951087,,,No,1,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **irish wolfhound** before?,"<h3 style=""text-align: center""> <strong>irish wolfhound</strong>: large breed of hound with a rough thick coat</h3>",n02090721.jpeg,# Is this **irish wolfhound**?,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,# Sam guessed this is **96% irish wolfhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,1614747363388,03/03/2021 04:56:03,1614747360492,-5,02/03/2021 23:56:00,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,14,10,2,Screen 2,advancementZone,continue_button,3220.259999972768,,,,,0,1,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **irish wolfhound** before?,"<h3 style=""text-align: center""> <strong>irish wolfhound</strong>: large breed of hound with a rough thick coat</h3>",n02090721.jpeg,# Is this **irish wolfhound**?,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,# Sam guessed this is **96% irish wolfhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55,1614747370107,03/03/2021 04:56:10,1614747367280,-5,02/03/2021 23:56:07,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,Input,14,10,3,Screen 3,Zone3,response_button_text,6776.474999962375,,,Yes,1,1,0,0,,,,,,Validation,Yes,Yes,No,Yes,No,,,,,,,,,,,,,,,,# Have you ever seen an **irish wolfhound** before?,"<h3 style=""text-align: center""> <strong>irish wolfhound</strong>: large breed of hound with a rough thick coat</h3>",n02090721.jpeg,# Is this **irish wolfhound**?,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,# Sam guessed this is **96% irish wolfhound**,1,,,,,,,,,,,,,,,,,,,,,,,n02090721_n02090721_6045_n02090721_96.jpeg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
56,1614747370527,03/03/2021 04:56:10,1614747367286,-5,02/03/2021 23:56:07,38788,24,task-w7x5,,10562751,5faad9b22c3ef84fce4259aa,3213029,,complete,,603f15748fd0a9094a37c9ab,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1536x864,1536x722,,Dog_NNs_Val,2,NNs,,,,,11,,Qualified,Input,,,END TASK,,,,,301698,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1614747405219,03/03/2021 04:56:45,1614747413187,-5,02/03/2021 23:56:53,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,1614747416547,03/03/2021 04:56:56,1614747424545,-5,02/03/2021 23:57:04,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,1,1,1,Screen 1,advancementZone,continue_button,10366.590000223368,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,1614747420683,03/03/2021 04:57:00,1614747428686,-5,02/03/2021 23:57:08,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,1,1,2,Screen 2,advancementZone,continue_button,4135.81999996677,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,1614747423254,03/03/2021 04:57:03,1614747431279,-5,02/03/2021 23:57:11,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,1,1,3,Screen 3,advancementZone,continue_button,2589.0999999828637,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5,1614747424965,03/03/2021 04:57:04,1614747432982,-5,02/03/2021 23:57:12,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,1,1,4,Screen 4,advancementZone,continue_button,1699.31499985978,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,1614747426381,03/03/2021 04:57:06,1614747434399,-5,02/03/2021 23:57:14,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,1,1,5,Screen 5,advancementZone,continue_button,1413.330000359565,,,,,0,1,0,,,,,,Instructions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,1614747430135,03/03/2021 04:57:10,1614747438122,-5,02/03/2021 23:57:18,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,2,1,1,Screen 1,advancementZone,continue_button,3657.240000087768,,,,,0,1,0,,,,,,Introduction,Previous,,,,,dog_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,1614747448583,03/03/2021 04:57:28,1614747456591,-5,02/03/2021 23:57:36,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,2,1,2,Imagenet,advancementZone,continue_button,18459.975000005215,,,,,0,1,0,,,,,,Introduction,Previous,,,,,dog_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,1614747456090,03/03/2021 04:57:36,1614747464099,-5,02/03/2021 23:57:44,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,2,1,3,Screen 2,advancementZone,continue_button,7503.70500003919,,,,,0,1,0,,,,,,Introduction,Previous,,,,,dog_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,1614747462354,03/03/2021 04:57:42,1614747470365,-5,02/03/2021 23:57:50,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,2,1,4,Screen 3,advancementZone,continue_button,6261.059999931604,,,,,0,1,0,,,,,,Introduction,Previous,,,,,dog_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,1614747464258,03/03/2021 04:57:44,1614747472261,-5,02/03/2021 23:57:52,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,2,1,5,Screen 4,advancementZone,continue_button,1892.3300001770258,,,,,0,1,0,,,,,,Introduction,Previous,,,,,dog_image_classification.jpeg,,intro1.jpg,intro2.jpg,intro3.jpg,,green_tick.jpg,,,,cross_mark.jpg,,,,,,,,,,,,,,,,,n02099712_n02099712_32_n02099712.jpeg,black_arrow1.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,1614747467266,03/03/2021 04:57:47,1614747475269,-5,02/03/2021 23:57:55,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,3,1,1,Screen 1,Zone1,continue_keyboard,2981.5450003370643,,,,,0,1,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,1614747474133,03/03/2021 04:57:54,1614747482138,-5,02/03/2021 23:58:02,38788,24,task-w7x5,,10562835,591bae1bc6ff8b000199e80c,3213160,,complete,,603f16691967b30650c0eb73,computer,Desktop or Laptop,Windows 10,Chrome 88.0.4324.190,1920x1080,1920x937,,Dog_NNs_Val,2,NNs,,,,,4,,Qualified,Input,Input,3,1,2,Screen 2,advancementZone,response_button_text,6860.360000282526,,,Yes,1,1,0,0,,,,,,Training,,Yes,No,Yes,No,,training.png,,,,yorkshire terrier_98_yorkshire terrier.jpeg,green_tick.jpg,Yes,Continue,Continue,cross_mark.jpg,labrador retriever_33_golden retriever.jpeg,rottweiler_54_rottweiler.jpeg,siberian husky_76_malamute.jpeg,shetland sheepdog_19_shetland sheepdog.jpeg,,,,,,No,Yes,No,Yes,,,,,black_arrow1.jpg,black_arrow2.JPG,arrow_beam.jpg,black_arrow3.jpg,black_arrow4.jpg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
